pool,cost,name,status,risk,keywords,text,officialUrl
cost4_5_unit,4,はらわたを食らう,remaining_for_next_pass,complex,消滅|味方リーダー,敵ユニット1体を消滅させる。味方リーダーのHPを3回復,https://gameconductor.com/dqrivals/c/d/1060
cost4_5_unit,4,エッグラ&チキーラ,remaining_for_next_pass,complex,召喚時|ターン開始,召喚時：タマゴかニワトリどちらが偉いと思うかを選ぶ。次のターン開始時相手にどちらを選んだか当てられなかった場合選んだ効果が発動する。,https://gameconductor.com/dqrivals/c/d/1067
cost4_5_unit,5,マジックリップス,existing_trace,complex,召喚時|ターン終了,召喚時：次に場に出る味方の魔王系ユニットに「次の相手のターン終了時までこのユニットは戦闘ダメージのみ受ける」を付与する,https://gameconductor.com/dqrivals/c/d/1094
cost4_5_unit,5,ポイズンキッス,existing_trace,complex,召喚時|手札|毒,におうだち、召喚時：自分の手札に魔王系カードがあるなら全ての敵ユニットを毒にする,https://gameconductor.com/dqrivals/c/d/1098
cost4_5_unit,4,じごくのざりがに,remaining_for_next_pass,complex,味方リーダー,味方のピサロナイトが場に出る度味方リーダーのHPを2回復する,https://gameconductor.com/dqrivals/c/d/1135
cost4_5_unit,4,せかいじゅのは,remaining_for_next_pass,complex,ランダム|コスト|復活,コストが最も高いランダムな味方ユニット1体を指定の味方マスに復活させる,https://gameconductor.com/dqrivals/c/d/1167
cost4_5_unit,5,ダークモーモン,remaining_for_next_pass,complex,ターン終了|BET|GET,自分のターン終了時GET(1)、BET:お互いのリーダーのテンション+1,https://gameconductor.com/dqrivals/c/d/1169
cost4_5_unit,4,魔王バラモス,v240_added_or_reinforced,complex,死亡時|ターン終了|手札|コスト|特技|味方リーダー,自分のターン終了時手札にある魔王系のユニットカードと特技カードのコスト-1。死亡時：味方リーダーのテンション+1,https://gameconductor.com/dqrivals/c/d/1179
cost4_5_unit,4,ぬかどこスライム,existing_trace,complex,ターン終了|れんけい|毒,れんけい：後列にいる全ての敵ユニットに毒と次のターン終了時まで攻撃不能を付与する。,https://gameconductor.com/dqrivals/c/d/1302
cost4_5_unit,5,暗黒大樹の番人,existing_trace,complex,召喚時|出す,におうだち、召喚時:このターン中ユニットが死亡しているなら暗黒大樹の番人を指定の味方マスに出す,https://gameconductor.com/dqrivals/c/d/1303
cost4_5_unit,5,じごくのよろい,v240_added_or_reinforced,complex,召喚時|死亡時|出す,召喚時&死亡時:ピサロナイトを1体出す。スキルブースト:攻撃力+1,https://gameconductor.com/dqrivals/c/d/1400
cost4_5_unit,5,デスマシーン,existing_trace,complex,死亡時|手札|コスト|敵リーダー,におうだち、このターン中死亡したユニットの数分手札にあるこのカードのコスト-1、死亡時：敵リーダーに3ダメージ,https://gameconductor.com/dqrivals/c/d/1401
cost4_5_unit,5,地獄の帝王エスターク,remaining_for_next_pass,simple,,このユニットはＨＰが減っていない間攻撃力−5され「このユニットの攻撃は他のすべての敵にも同時にダメージを与える」を得る,https://gameconductor.com/dqrivals/c/d/1402
cost4_5_unit,4,デビルプリンス,v240_added_or_reinforced,complex,死亡時|ランダム,死亡時:正面にいるランダムな敵ユニット1体を死亡させる,https://gameconductor.com/dqrivals/c/d/1546
cost4_5_unit,5,セルゲイナス,v240_added_or_reinforced,complex,召喚時|手札|味方リーダー,ねらい撃ち、召喚時:自分の手札に魔王系カードがあるなら味方リーダーのHPを4回復,https://gameconductor.com/dqrivals/c/d/1547
cost4_5_unit,5,怪竜やまたのおろち,existing_trace,complex,召喚時|ランダム,召喚時:残りMPを全て消費する。消費したMPの数分攻撃力+1、その後 このユニットの攻撃力と同じ数分のダメージをランダムな敵ユニットに割り振る,https://gameconductor.com/dqrivals/c/d/1548
cost4_5_unit,4,デーモンスピリット,v240_added_or_reinforced,complex,召喚時|死亡時|手札|出す|コスト|特技,召喚時：手札にコスト3以上の特技カードがあるならデーモンスピリットを1体出す。死亡時:コスト3以上の特技カード1枚を手札に加える,https://gameconductor.com/dqrivals/c/d/1573
cost4_5_unit,4,ベビル,v240_added_or_reinforced,complex,召喚時,召喚時：縦1列にいる全ての敵ユニットに1ダメージ,https://gameconductor.com/dqrivals/c/d/1319
cost4_5_unit,4,笑顔の伝道師シルビア,existing_trace,complex,ターン終了|れんけい|ランダム|場に出す|出す|コスト|味方リーダー,れんけい：コスト1のランダムなユニット2体を場に出す。自分のターン終了時に味方ユニットが3体以上なら味方リーダーのテンション+1。,https://gameconductor.com/dqrivals/c/d/1320
cost4_5_unit,4,マヤ,existing_trace,complex,れんけい|ランダム|手札|敵リーダー,速攻。れんけい：2回攻撃を得る。このユニットが敵リーダーを攻撃した後、相手の手札のカードと同じカードをランダムに1枚手札に加える。,https://gameconductor.com/dqrivals/c/d/1321
cost4_5_unit,5,とうだいタイガー,existing_trace,complex,れんけい|手札,れんけい：攻撃力3以下の敵ユニット1体を相手の手札に戻す。,https://gameconductor.com/dqrivals/c/d/1323
cost4_5_unit,4,ようがんげんじん,v240_added_or_reinforced,complex,召喚時|出す,ステルス、召喚時：このユニットにさくせんを出す,https://gameconductor.com/dqrivals/c/d/1416
cost4_5_unit,4,メダルにゃん,v240_added_or_reinforced,complex,召喚時|手札|捨て,召喚時：カードを2枚引いた後自分の手札から2枚選んで捨てる,https://gameconductor.com/dqrivals/c/d/1417
cost4_5_unit,4,オークデビル,remaining_for_next_pass,complex,味方リーダー,自分のターン中味方リーダーはダメージを受けない,https://gameconductor.com/dqrivals/c/d/1432
cost4_5_unit,5,立ち塞がるドラゴン,existing_trace,complex,召喚時|死亡時|手札|コスト|捨て,におうだち、超貫通、召喚時：カードを2枚引いた後自分の手札から2枚選んで捨てる。死亡時：相手の手札にコスト2の王女の愛を1枚加える,https://gameconductor.com/dqrivals/c/d/1438
cost4_5_unit,4,スラッピー,existing_trace,complex,召喚時|敵リーダー,召喚時:ダメージを受けている敵ユニットがいるなら速攻と「このターン中敵リーダーを攻撃できない」を得る,https://gameconductor.com/dqrivals/c/d/1555
cost4_5_unit,4,スライムボーグ,remaining_for_next_pass,complex,召喚時|ランダム|手札|特技|捨て,召喚時&手札から捨てた時:相手の職業の特技カードをランダムに1枚手札に加える,https://gameconductor.com/dqrivals/c/d/1556
cost4_5_unit,5,セイレーンゴースト,v240_added_or_reinforced,complex,召喚時|攻撃時|出す,ステルス、召喚時&攻撃時:ステルス 2/1のゴーストを1体出す,https://gameconductor.com/dqrivals/c/d/1557
cost4_5_unit,4,ドンホセ,remaining_for_next_pass,complex,召喚時|死亡時|ランダム|手札,召喚時：相手の職業のランダムなレジェンドレアカード3枚から1枚選び手札に加える。死亡時:手札にある自分のデッキに入っていなかったユニットカードを+1/+1,https://gameconductor.com/dqrivals/c/d/1576
cost4_5_unit,4,ギガントドラゴン,existing_trace,complex,召喚時|手札,召喚時：敵の前列か後列を選び、縦一列の全ての敵ユニットに1ダメージ。味方の場か手札に攻撃力4以上の自身を除いたドラゴン系ユニットがいるなら、代わりに2ダメージ。,
cost4_5_unit,5,ガメゴンロード,existing_trace,complex,召喚時|手札|特技,におうだち。召喚時：自分の場か手札に攻撃力4以上の他のドラゴン系がいるなら特技：メラミを1枚手札に加える。,
cost4_5_6_spell,5,もろば斬り,existing_trace,complex,味方リーダー,ユニット1体に7ダメージ、味方リーダーに3ダメージ,https://gameconductor.com/dqrivals/c/d/179
cost4_5_6_spell,5,ギガブレイク,existing_trace,complex,味方リーダー,縦1列にいる全てのユニットに4ダメージを与える。味方リーダーのHPが15以下の場合代わりに6ダメージ。,https://gameconductor.com/dqrivals/c/d/188
cost4_5_6_spell,6,ジゴスパーク,existing_trace,complex,味方リーダー,必殺技、全ての敵ユニットに3ダメージ。対戦中に味方リーダーが攻撃した回数分ダメージ+1,https://gameconductor.com/dqrivals/c/d/190
cost4_5_6_spell,6,おしゃれなバンダナ,existing_trace,complex,コスト|味方リーダー,カードを2枚引く。 味方リーダーの攻撃力が4以上ある場合このカードのコスト-4,https://gameconductor.com/dqrivals/c/d/551
cost4_5_6_spell,4,稲妻雷光斬,existing_trace,simple,,横1列にいる全ての敵ユニットに4ダメージ。他の全ての敵ユニットに1ダメージ,https://gameconductor.com/dqrivals/c/d/1252
cost4_5_6_spell,4,メラゾーマ,existing_trace,simple,,敵1体に5ダメージを与える,https://gameconductor.com/dqrivals/c/d/200
cost4_5_6_spell,4,ピンクタイフーン,existing_trace,simple,,縦一列にいる全てのユニットに1ダメージ。 それらのユニットを次のターン攻撃不能にする。,https://gameconductor.com/dqrivals/c/d/216
cost4_5_6_spell,4,フローズンリンク,existing_trace,simple,,氷塊に隣接する敵ユニット1体を氷塊に変える,https://gameconductor.com/dqrivals/c/d/450
cost4_5_6_spell,5,スライム呼び,existing_trace,complex,出す|コスト,縦一列の空きマスに1/1のスライムを出す。 スキルブースト：コスト-1,https://gameconductor.com/dqrivals/c/d/652
cost4_5_6_spell,4,ヒャドの極意,existing_trace,complex,手札,ヒャド1枚を手札に加える。味方ヒーローがいる場合代わりに2枚加える,https://gameconductor.com/dqrivals/c/d/820
cost4_5_6_spell,5,地這い大蛇,existing_trace,complex,出す|特技,ユニット1体に4ダメージ。この特技で対象が死亡した場合におうだち3/3のゴーレムを出す。,https://gameconductor.com/dqrivals/c/d/924
cost4_5_6_spell,6,神速メラガイアー,existing_trace,complex,手札|コスト,ユニット1体に8ダメージ。自分の手札に魔王系カードがあるならコスト-2,https://gameconductor.com/dqrivals/c/d/1024
cost4_5_6_spell,6,邪悪な祈り,existing_trace,complex,手札|コスト,おうえん、カードを2枚引く。自分の手札に魔王系カードがあるならコスト-3,https://gameconductor.com/dqrivals/c/d/1082
cost4_5_6_spell,5,モンスターコイン,existing_trace,complex,GET|ランダム|手札|出す|コスト,GET(2)、その後、自分の手札にあるコインの枚数と同じコストを持つランダムなユニット1体を出す。,https://gameconductor.com/dqrivals/c/d/1103
cost4_5_6_spell,5,マヒャド,existing_trace,complex,手札|コスト|特技,縦1列にいる氷塊以外の全ての敵ユニットに4ダメージ。自分のデッキにメラ系の特技カードが無いなら手札にあるこのカードのコスト-2,https://gameconductor.com/dqrivals/c/d/1261
cost4_5_6_spell,6,まもののツボ,existing_trace,complex,手札|コスト,3種類のコスト6〜7のユニットの中から1枚を選び手札に加える。このターン中そのカードのコストを0にする,https://gameconductor.com/dqrivals/c/d/1500
cost4_5_6_spell,6,ゴールドフィンガー,existing_trace,complex,封印,ユニット1体を封印し6ダメージを与える,https://gameconductor.com/dqrivals/c/d/246
cost4_5_6_spell,4,無念無想,existing_trace,complex,コスト|特技,このターン中の自分の特技カードのコスト-1,https://gameconductor.com/dqrivals/c/d/436
cost4_5_6_spell,4,必中拳,existing_trace,complex,コスト,ユニット1体に4ダメージを与える。スライム系の味方ユニットの数分コスト-1。,https://gameconductor.com/dqrivals/c/d/595
cost4_5_6_spell,5,はげしいおたけび,existing_trace,complex,手札,前列にいる攻撃力が4以下の敵ユニット全てを手札に戻す。,https://gameconductor.com/dqrivals/c/d/800
cost4_5_6_spell,6,ばくれつけん,existing_trace,complex,ランダム,おうえん、ランダムな敵ユニット1体に2ダメージ、これを4回繰り返す,https://gameconductor.com/dqrivals/c/d/1366
cost4_5_6_spell,4,ザオラル,existing_trace,complex,ランダム|復活,ランダムな味方ユニット1体を指定の味方マスに復活させる。,https://gameconductor.com/dqrivals/c/d/260
cost4_5_6_spell,5,ザキ,existing_trace,simple,,ユニット1体を死亡させる,https://gameconductor.com/dqrivals/c/d/262
cost4_5_6_spell,4,ホーリーライト,existing_trace,complex,味方リーダー,ユニット1体に4ダメージ、味方リーダーのHPを2回復,https://gameconductor.com/dqrivals/c/d/275
cost4_5_6_spell,4,ふしぎなタンバリン,existing_trace,simple,,おうえん、横一列にいる全ての味方ユニットに攻撃力+1と速攻を付与する。,https://gameconductor.com/dqrivals/c/d/276
cost4_5_6_spell,5,グランドクロス,existing_trace,simple,,必殺技、敵の後列中央を中心に十字架型に5ダメージを与える,https://gameconductor.com/dqrivals/c/d/277
cost4_5_6_spell,5,ベホマ,existing_trace,simple,,HPを7回復、カードを2枚引く,https://gameconductor.com/dqrivals/c/d/278
cost4_5_6_spell,4,ニフラム,existing_trace,simple,,攻撃力2以下の敵ユニット全てを死亡させる。,https://gameconductor.com/dqrivals/c/d/394
cost4_5_6_spell,6,ザオリク,existing_trace,complex,ランダム|コスト|復活,コストが最も高いランダムな味方ユニット1体を指定の味方マスに復活させる。,https://gameconductor.com/dqrivals/c/d/409
cost4_5_6_spell,6,精霊の矢,existing_trace,complex,コスト|特技|味方リーダー,ユニット1体に3ダメージを与える。 この特技で対象が死亡した場合、味方リーダーのMPがこのカードのコスト分回復する。,https://gameconductor.com/dqrivals/c/d/586
cost4_5_6_spell,6,冷たい笑み,existing_trace,simple,,お互いの全てのユニットの攻撃力をHPと同じ値にする,https://gameconductor.com/dqrivals/c/d/660
cost4_5_6_spell,5,ニードルラッシュ,existing_trace,complex,ランダム|コスト,ランダムな敵ユニット1体を死亡させる。味方ヒーローのレベルの数分コスト-1,https://gameconductor.com/dqrivals/c/d/928
cost4_5_6_spell,4,いかずちの杖,existing_trace,simple,,横一列にいる全ての敵ユニットに4ダメージを与える,https://gameconductor.com/dqrivals/c/d/303
cost4_5_6_spell,5,魔法のツボ,existing_trace,simple,,カードを3枚引く,https://gameconductor.com/dqrivals/c/d/305
cost4_5_6_spell,5,覚醒の果実,existing_trace,complex,手札|コスト,このユニット1体を+3/+3、このカード以外の自分の手札が6枚以上ある場合コスト-2,https://gameconductor.com/dqrivals/c/d/310
cost4_5_6_spell,6,あらくれ呼び,existing_trace,complex,出す,必殺技、速攻3/1のあらくれを3体出す,https://gameconductor.com/dqrivals/c/d/311
cost4_5_6_spell,5,分裂の杖,existing_trace,complex,場に出す|出す|コピー,味方ユニット1体をコピーして場に出す。 攻撃力とHPPは4/4になる。,https://gameconductor.com/dqrivals/c/d/527
cost4_5_6_spell,4,覚醒の巻物,existing_trace,simple,,ユニット1体に貫通、におうだち、+1/+1を付与する。 スキルブースト:+1/+1,https://gameconductor.com/dqrivals/c/d/587
cost4_5_6_spell,4,痛みわけの杖,existing_trace,simple,,お互いの全てのユニットに3ダメージ,https://gameconductor.com/dqrivals/c/d/664
cost4_5_6_spell,6,スペクタクルショー,existing_trace,complex,ランダム|変身,縦1列にいる全てのユニットをメタルボディもしくはハードメタルボディを持つランダムなユニットに変身させる。,https://gameconductor.com/dqrivals/c/d/665
cost4_5_6_spell,4,大風の巻物,existing_trace,complex,手札,敵ユニット1体を相手の手札に戻る。カードを1枚引く。,https://gameconductor.com/dqrivals/c/d/804
cost4_5_6_spell,4,とうぞくのツボ,existing_trace,complex,コスト,カードを2枚引く。自分の場に冒険者がいるならコスト-2,https://gameconductor.com/dqrivals/c/d/1089
cost4_5_6_spell,6,ゴールドなげ,existing_trace,complex,手札|捨て,すべての敵ユニットに1ダメージ。自分の手札にあるコインの枚数分+1ダメージ。その後コインを2枚捨てる。,https://gameconductor.com/dqrivals/c/d/1129
cost4_5_6_spell,6,バイキルトのツボ,existing_trace,simple,,このターン中全ての味方の攻撃力+2,https://gameconductor.com/dqrivals/c/d/1528
cost4_5_6_spell,4,太陽のタロット,existing_trace,complex,占い|味方リーダー,占い：(1)全ての敵ユニットに2ダメージ、(2)味方リーダーのHPを7回復,https://gameconductor.com/dqrivals/c/d/318
cost4_5_6_spell,5,隠者のタロット,existing_trace,complex,占い|手札|コピー,占い:(1)ユニットのコピーを自分の手札に加える、(2)ユニット1体を1/1のスライムに返信,https://gameconductor.com/dqrivals/c/d/336
cost4_5_6_spell,4,暴風雨,existing_trace,complex,ランダム,合計5ダメージをランダムな敵に割り振る,https://gameconductor.com/dqrivals/c/d/337
cost4_5_6_spell,4,アルカナバースト,existing_trace,complex,コスト,カードを1枚引く、ユニット1体に2ダメージ。引いたカードのコストが奇数なら代わりに6ダメージ,https://gameconductor.com/dqrivals/c/d/338
cost4_5_6_spell,4,愚者のタロット,existing_trace,complex,占い,占い:①全ての敵ユニットの攻撃力を1にする②全ての敵ユニットのHPを1にする,https://gameconductor.com/dqrivals/c/d/416
cost4_5_6_spell,4,魔術師のタロット,existing_trace,complex,占い|手札|コスト|コピー,占い：①デッキの一番上のカードのコスト-3 ②デッキの一番上のカードを手札に加える。さらにそのコピー1枚を手札に加える,https://gameconductor.com/dqrivals/c/d/455
cost4_5_6_spell,5,定められし未来,existing_trace,simple,,敵ユニット1体を相手デッキの一番上に戻す,https://gameconductor.com/dqrivals/c/d/570
cost4_5_6_spell,4,信託の門,existing_trace,complex,出す,必殺技、2/4のコンジャラーを2体出す,https://gameconductor.com/dqrivals/c/d/808
cost4_5_6_spell,6,恋人のタロット,existing_trace,complex,占い,占い：①全ての味方ユニットを+2/+2、②全ての味方ユニットを絶好調状態に戻して+1/+1,https://gameconductor.com/dqrivals/c/d/967
cost4_5_6_spell,6,ゾディアックコード,existing_trace,complex,占い|手札|コスト,必殺技：この対戦中超必中モードになる。自分のデッキから占いカードを1枚手札に加えてコスト-3する。無いなら代わりに審判のタロットを手札に加える。,https://gameconductor.com/dqrivals/c/d/1002
cost4_5_6_spell,5,死神のタロット,existing_trace,complex,占い|出す,占い：①全てのユニットに3ダメージ、②：2/2のナイトウィスプを3体出す,https://gameconductor.com/dqrivals/c/d/1056
cost4_5_6_spell,6,魂の復活,existing_trace,complex,ランダム|復活,この対戦中に死亡した3種類のランダムな冒険者の中から1体を選んで復活させる。超必中モードなら代わりに全て復活させる。,https://gameconductor.com/dqrivals/c/d/1092
cost4_5_6_spell,4,悪夢のルーレット,existing_trace,complex,GET|ランダム,GET(1)、その後コインの枚数と同じ数のランダムな敵ユニットのHPを1にする,https://gameconductor.com/dqrivals/c/d/1133
cost4_5_6_spell,6,逆転への兆し,existing_trace,complex,占い|ランダム|出す|コスト,占い：(1)全てのユニットを1/1にする(2)ランダムなコスト3のユニットを2体出す,https://gameconductor.com/dqrivals/c/d/1299
cost4_5_6_spell,4,タロットコンバート,existing_trace,complex,特技|味方リーダー,ユニット1体に4ダメージ。この特技で対象が死亡した場合味方リーダーのMPを2回復,https://gameconductor.com/dqrivals/c/d/1536
cost4_5_6_spell,6,テーブル・ターニング,existing_trace,complex,占い|出す,占い:(1)4/4のホースデビルを2体出す(2)2/2のモーモンを4体出す,https://gameconductor.com/dqrivals/c/d/1539
cost4_5_6_spell,4,裁きの炎,existing_trace,simple,,攻撃力が4以下のユニット1体を死亡させる,https://gameconductor.com/dqrivals/c/d/359
cost4_5_6_spell,4,地獄の業火,existing_trace,simple,,後列にいる全てのユニットに5ダメージ,https://gameconductor.com/dqrivals/c/d/360
cost4_5_6_spell,4,暗黒の闘気,existing_trace,simple,,全ての味方ユニットを+1/+1,https://gameconductor.com/dqrivals/c/d/363
cost4_5_6_spell,6,漆黒の世界,existing_trace,simple,,全てのユニットを-2/-2,https://gameconductor.com/dqrivals/c/d/365
cost4_5_6_spell,5,地獄からの呼び声,existing_trace,complex,ランダム|手札,対戦中に死亡した味方ユニットをランダムに3枚手札に加える,https://gameconductor.com/dqrivals/c/d/368
cost4_5_6_spell,4,魔王の号令,existing_trace,complex,ランダム|手札|場に出す|出す,両プレイヤーは手札からランダムなユニット1体を場に出す。,https://gameconductor.com/dqrivals/c/d/437
cost4_5_6_spell,4,魔力の泉,existing_trace,simple,,おうえん、両プレイヤーはお互いのリーダーのテンションの数と同じだけカードを引く,https://gameconductor.com/dqrivals/c/d/442
cost4_5_6_spell,4,魔界の磁場,existing_trace,complex,出す,この対戦の間味方のピサロナイトは+1/+1を得る。 ピサロナイトを出す。,https://gameconductor.com/dqrivals/c/d/533
cost4_5_6_spell,4,死者の魂,existing_trace,complex,出す,最大MPが1増える。3/3のミイラおとこを出す。,https://gameconductor.com/dqrivals/c/d/674
cost4_5_6_spell,6,暗黒の縛鎖,existing_trace,complex,コスト,ユニット1体を-6/-6。味方ヒーローのレベルの数分コスト-1。,https://gameconductor.com/dqrivals/c/d/885
cost4_5_6_spell,4,魔王の鼓舞,existing_trace,complex,出す,ピサロナイトを2体出す。全ての味方ユニットを絶好調状態に戻す,https://gameconductor.com/dqrivals/c/d/901
cost4_5_6_spell,5,活性の秘奥,existing_trace,complex,味方リーダー,自分の最大MP+1、味方リーダーのHPを8回復,https://gameconductor.com/dqrivals/c/d/1063
cost4_5_6_spell,4,タメトラ,existing_trace,complex,味方リーダー|敵リーダー,敵リーダーのテンションを0にする。消費したテンションを同じ数分味方リーダーのテンションを増やす。,https://gameconductor.com/dqrivals/c/d/1136
cost4_5_6_spell,5,煉獄魔斬,existing_trace,simple,,前列にいる全ての敵ユニットに2ダメージ。後列にいる全ての敵ユニットに4ダメージ。,https://gameconductor.com/dqrivals/c/d/1304
cost4_5_6_spell,5,絶息の波動,existing_trace,simple,,残りMPを全て消費する。全てのユニットを-1/-1、消費したMPの数分-1/-1が増える,https://gameconductor.com/dqrivals/c/d/1549
cost4_5_6_spell,5,ヘッドハント,existing_trace,complex,手札|特技,敵ユニット1体に5ダメージ。この特技で対象が死亡した場合そのユニットと同じカードを1枚手札に加える,https://gameconductor.com/dqrivals/c/d/1418
corrected_cost6_unit_from_spell_pool,6,エビルトレント,v240_cardType_corrected_and_unit_effect_added,complex,official_cardType_correction,このユニットを除く全ての味方ユニットの攻撃力をHPと同じ値にする,https://gameconductor.com/dqrivals/c/d/280
