id,name,cost,cardType,classes,tribes,deckBuildable,text,triggers,appNameOccurrences,genericCoverage,complexScore,risk,officialUrl,v250Status,v250Note,v252Status,v252Note,v253Status,v253Note,v254Status,v254Note,v255Status,v255Note,v256Status,v256Note
card_11641207,ジラフマスター,4,ユニット,共通,なし,True,攻撃時:GET(1)、BET:以下の効果からランダムに1つ発動する (1)攻撃力+1 (2)HP+1 (3)このターン中2回攻撃を得る,攻撃時|BET|GET|ランダム,1,bet_engine+get_engine,5,MEDIUM_COMPLEX_IMPLEMENTED_RECHECK,https://gameconductor.com/dqrivals/c/d/1216,PENDING,未処理。次バッチで確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252補強: 攻撃時GET(1)を追加。BETランダム効果は既存処理で確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252補強: 攻撃時GET(1)を追加。BETランダム効果は既存処理で確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252補強: 攻撃時GET(1)を追加。BETランダム効果は既存処理で確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252補強: 攻撃時GET(1)を追加。BETランダム効果は既存処理で確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252補強: 攻撃時GET(1)を追加。BETランダム効果は既存処理で確認。
card_a649d91a,かわいいモーモン,1,ユニット,共通,なし,True,召喚時：このユニットに作戦を出す,召喚時,0,,1,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/1222,PENDING,未処理。次バッチで確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、自身にさくせんを1回出す。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、自身にさくせんを1回出す。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、自身にさくせんを1回出す。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、自身にさくせんを1回出す。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、自身にさくせんを1回出す。
card_96cf13d8,薄命のボーンバット,1,ユニット,共通,ゾンビ,True,召喚時：このユニットに2ダメージを与える,召喚時|ダメージ,0,,1,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/1223,PENDING,未処理。次バッチで確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、自身に2ダメージ。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、自身に2ダメージ。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、自身に2ダメージ。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、自身に2ダメージ。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、自身に2ダメージ。
card_cd3abc2a,パラサキス,1,ユニット,共通,ゾンビ,True,召喚時：このターン中「自分がコスト1以上の特技を使う度同じカード1枚を自分のデッキに混ぜる」を得る,召喚時|特技を使う|コスト,0,,5,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/1224,PENDING,未処理。次バッチで確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚ターン中、コスト1以上の特技を使う度、そのコピーを自分のデッキに混ぜる。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚ターン中、コスト1以上の特技を使う度、そのコピーを自分のデッキに混ぜる。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚ターン中、コスト1以上の特技を使う度、そのコピーを自分のデッキに混ぜる。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚ターン中、コスト1以上の特技を使う度、そのコピーを自分のデッキに混ぜる。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚ターン中、コスト1以上の特技を使う度、そのコピーを自分のデッキに混ぜる。
card_90410d54,少年シドー,1,ヒーロー,共通,,True,少年シドーのヒーロースキルが使えるようになる。このカードは最初の手札に必ず来る,,0,,0,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/1226,PENDING,未処理。次バッチで確認。,DEFERRED_V252,v252保留: ヒーロースキル系。Lv進行・トークン生成と一緒に別バッチで実装予定。,IMPLEMENTED_WITH_REVIEW_V253,v253実装: Lv1/Lv2/Lv3、暴走するシドーを追加。Lv2使用後Lv3移行は上方修正後テキストを元に暫定。,IMPLEMENTED_WITH_REVIEW_V253,v253実装: Lv1/Lv2/Lv3、暴走するシドーを追加。Lv2使用後Lv3移行は上方修正後テキストを元に暫定。,IMPLEMENTED_WITH_REVIEW_V253,v253実装: Lv1/Lv2/Lv3、暴走するシドーを追加。Lv2使用後Lv3移行は上方修正後テキストを元に暫定。,IMPLEMENTED_WITH_REVIEW_V253,v253実装: Lv1/Lv2/Lv3、暴走するシドーを追加。Lv2使用後Lv3移行は上方修正後テキストを元に暫定。
card_a0c085e2,劇場,1,建物,共通,,True,おうえん、自分が必殺技を持つカードか必殺技を持つヒーロースキルを使用した後カードを1枚引く。自分のターン終了時耐久値-1。,自分のターン終了時|カードを1枚引く,0,,0,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/1227,PENDING,未処理。次バッチで確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252部分実装: 必殺技カード使用後1ドロー。建物耐久減少は既存建物ターン終了処理に委譲。ヒーロースキル側の必殺技発動判定は追加確認対象。,DEFERRED_MEMO_V253,v253メモ化: 必殺技カード使用後1ドローはv252で実装済み。少年シドーLv3など「必殺技を持つヒーロースキル」使用後1ドローは後続の劇場×少年シドー確認で詰める。,DEFERRED_MEMO_V253,v253メモ化: 必殺技カード使用後1ドローはv252で実装済み。少年シドーLv3など「必殺技を持つヒーロースキル」使用後1ドローは後続の劇場×少年シドー確認で詰める。,DEFERRED_MEMO_V253,v253メモ化: 必殺技カード使用後1ドローはv252で実装済み。少年シドーLv3など「必殺技を持つヒーロースキル」使用後1ドローは後続の劇場×少年シドー確認で詰める。,DEFERRED_MEMO_V253,v253メモ化: 必殺技カード使用後1ドローはv252で実装済み。少年シドーLv3など「必殺技を持つヒーロースキル」使用後1ドローは後続の劇場×少年シドー確認で詰める。
card_e0c0d5f6,マンドラ,1,ユニット,共通,スライム,True,召喚時：ユニット1体の位置を前後入れ替える,召喚時,0,,1,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/1228,PENDING,未処理。次バッチで確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、選択したユニットの前後を入れ替える。入替先が空きマスの場合のみ移動。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、選択したユニットの前後を入れ替える。入替先が空きマスの場合のみ移動。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、選択したユニットの前後を入れ替える。入替先が空きマスの場合のみ移動。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、選択したユニットの前後を入れ替える。入替先が空きマスの場合のみ移動。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 召喚時、選択したユニットの前後を入れ替える。入替先が空きマスの場合のみ移動。
card_52ff4131,ケトス,7,ユニット,共通,なし,True,このユニットによる敵リーダーの攻撃で敵リーダーのHPが11になった場合この対戦に勝利する。,,0,,0,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/1243,PENDING,未処理。次バッチで確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: このユニットの攻撃で敵リーダーHPが11になった場合、勝利リザルト。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: このユニットの攻撃で敵リーダーHPが11になった場合、勝利リザルト。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: このユニットの攻撃で敵リーダーHPが11になった場合、勝利リザルト。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: このユニットの攻撃で敵リーダーHPが11になった場合、勝利リザルト。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: このユニットの攻撃で敵リーダーHPが11になった場合、勝利リザルト。
card_3331b78b,ニズゼルファ,9,ユニット,共通,魔王,True,召喚時：邪神の子を2体出す。自分のターン開始時全ての敵に味方の邪神の子の数分ダメージを与える。スキルブースト:+1体,召喚時|自分のターン開始時|ダメージ,0,,2,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/1245,PENDING,未処理。次バッチで確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252部分実装: 召喚時、邪神の子を2体+スキルブースト回数分出す。自分ターン開始時、味方の邪神の子の数分、全敵へダメージ。邪神の子は公式DB考察の2/2表記に合わせて2/2で実装。,IMPLEMENTED_OR_CONFIRMED_V252,v252部分実装: 召喚時、邪神の子を2体+スキルブースト回数分出す。自分ターン開始時、味方の邪神の子の数分、全敵へダメージ。邪神の子は公式DB考察の2/2表記に合わせて2/2で実装。,IMPLEMENTED_OR_CONFIRMED_V252,v252部分実装: 召喚時、邪神の子を2体+スキルブースト回数分出す。自分ターン開始時、味方の邪神の子の数分、全敵へダメージ。邪神の子は公式DB考察の2/2表記に合わせて2/2で実装。,IMPLEMENTED_OR_CONFIRMED_V252,v252部分実装: 召喚時、邪神の子を2体+スキルブースト回数分出す。自分ターン開始時、味方の邪神の子の数分、全敵へダメージ。邪神の子は公式DB考察の2/2表記に合わせて2/2で実装。,IMPLEMENTED_OR_CONFIRMED_V252,v252部分実装: 召喚時、邪神の子を2体+スキルブースト回数分出す。自分ターン開始時、味方の邪神の子の数分、全敵へダメージ。邪神の子は公式DB考察の2/2表記に合わせて2/2で実装。
card_730f1b63,デスバキューム,6,ユニット,共通,なし,True,お互いのリーダーのテンションの合計分手札にあるこのカードのコスト-1,コスト,0,,1,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/1339,PENDING,未処理。次バッチで確認。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 手札コストを両リーダーの現在テンション合計分下げる。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 手札コストを両リーダーの現在テンション合計分下げる。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 手札コストを両リーダーの現在テンション合計分下げる。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 手札コストを両リーダーの現在テンション合計分下げる。,IMPLEMENTED_OR_CONFIRMED_V252,v252実装: 手札コストを両リーダーの現在テンション合計分下げる。
card_6a130f33,マッシュスライム,1,ユニット,共通,スライム,True,自分のターン終了時このユニットの正面に敵ユニットがいるなら攻撃力+,自分のターン終了時,0,,0,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/1454,PENDING,未処理。次バッチで確認。,PENDING,,PENDING,,IMPLEMENTED_OR_CONFIRMED_V254,ターン終了時、正面に敵がいる場合攻撃力+1。,IMPLEMENTED_OR_CONFIRMED_V254,ターン終了時、正面に敵がいる場合攻撃力+1。,IMPLEMENTED_OR_CONFIRMED_V254,ターン終了時、正面に敵がいる場合攻撃力+1。
card_dfeb4cd3,オニムカデ,1,ユニット,共通,なし,True,召喚時:自分のデッキからダンジョンを持つ建物カードを1枚引く。大戦中にダンジョンを持つ味方建物が出ていたら代わりにカードを1枚引く,召喚時|カードを1枚引く,0,,2,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/1456,PENDING,未処理。次バッチで確認。,PENDING,,PENDING,,IMPLEMENTED_OR_CONFIRMED_V254,召喚時、ダンジョン踏破済みなら1ドロー、未踏破なら山札からダンジョン建物サーチ。,IMPLEMENTED_OR_CONFIRMED_V254,召喚時、ダンジョン踏破済みなら1ドロー、未踏破なら山札からダンジョン建物サーチ。,IMPLEMENTED_OR_CONFIRMED_V254,召喚時、ダンジョン踏破済みなら1ドロー、未踏破なら山札からダンジョン建物サーチ。
card_19999023,沼地の洞くつ,1,建物,共通,,True,ダンジョン(耐久値5で踏破）、自分のターン終了時隣接している味方ユニットがいるなら耐久値+1、踏破時:王女の愛1枚を手札に加える,自分のターン終了時|手札に加える,0,,0,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/1457,PENDING,未処理。次バッチで確認。,PENDING,,PENDING,,IMPLEMENTED_OR_CONFIRMED_V254,ターン終了時に隣接味方がいれば耐久+1、耐久5で王女の愛を手札に追加。,IMPLEMENTED_OR_CONFIRMED_V254,ターン終了時に隣接味方がいれば耐久+1、耐久5で王女の愛を手札に追加。,IMPLEMENTED_OR_CONFIRMED_V254,ターン終了時に隣接味方がいれば耐久+1、耐久5で王女の愛を手札に追加。
card_1b26c04f,旅立ちの王女,3,ユニット,共通,なし,False,選択：・全てのユニットに1ダメージ・特技カードをランダムに1枚手札に加える。このターン中使った特技カードのコストの合計分コストが減る,選択|手札に加える|ダメージ|コスト|ランダム,4,choice_engine,6,MEDIUM_COMPLEX_IMPLEMENTED_RECHECK,https://gameconductor.com/dqrivals/c/d/1478,PENDING,未処理。次バッチで確認。,PENDING,,PENDING,,IMPLEMENTED_OR_CONFIRMED_V254,このターン使った特技コスト分のコスト軽減、召喚時の2択を実装。,IMPLEMENTED_OR_CONFIRMED_V254,このターン使った特技コスト分のコスト軽減、召喚時の2択を実装。,IMPLEMENTED_OR_CONFIRMED_V254,このターン使った特技コスト分のコスト軽減、召喚時の2択を実装。
card_bf5916e1,精霊ルビスの加護,0,トークン,共通,,False,自分がコスト3以上の特技を使った後 そのコストにより以下の効果が自動的に発動する コスト3以上:MP1回復、コスト5以上:テンション+1、コスト7以上:カードを1枚引く,カードを1枚引く|回復|コスト,0,,2,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/1479,PENDING,未処理。次バッチで確認。,PENDING,,PENDING,,IMPLEMENTED_OR_CONFIRMED_V254,使用後、特技コスト3/5/7以上でMP+1/テンション+1/1ドロー。,IMPLEMENTED_OR_CONFIRMED_V254,使用後、特技コスト3/5/7以上でMP+1/テンション+1/1ドロー。,IMPLEMENTED_OR_CONFIRMED_V254,使用後、特技コスト3/5/7以上でMP+1/テンション+1/1ドロー。
card_1b25679d,チェリースライム,1,ユニット,共通,スライム,True,死亡時:両プレイヤーはカードを1枚引く,死亡時|カードを1枚引く,0,,1,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/1577,PENDING,未処理。次バッチで確認。,PENDING,,PENDING,,IMPLEMENTED_OR_CONFIRMED_V254,死亡時、両プレイヤー1ドロー。,IMPLEMENTED_OR_CONFIRMED_V254,死亡時、両プレイヤー1ドロー。,IMPLEMENTED_OR_CONFIRMED_V254,死亡時、両プレイヤー1ドロー。
card_8f33cf11,カメレオンマン,1,ユニット,戦士,なし,True,味方リーダーが攻撃する度攻撃力+1,,0,,0,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/164,PENDING,未処理。次バッチで確認。,PENDING,,PENDING,,IMPLEMENTED_OR_CONFIRMED_V254,召喚後、味方リーダーが攻撃するたび攻撃力+1。,IMPLEMENTED_OR_CONFIRMED_V254,召喚後、味方リーダーが攻撃するたび攻撃力+1。,IMPLEMENTED_OR_CONFIRMED_V254,召喚後、味方リーダーが攻撃するたび攻撃力+1。
card_633fa231,やいばくだき,2,特技,戦士,,True,ユニット1体に2ダメージを与えた後攻撃力-3,ダメージ,0,,0,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/166,PENDING,未処理。次バッチで確認。,PENDING,,PENDING,,IMPLEMENTED_OR_CONFIRMED_V254,敵ユニット1体に2ダメージ後、攻撃力-2。,IMPLEMENTED_OR_CONFIRMED_V254,敵ユニット1体に2ダメージ後、攻撃力-2。,IMPLEMENTED_OR_CONFIRMED_V254,敵ユニット1体に2ダメージ後、攻撃力-2。
card_18c22fbc,剣を求めて,1,特技,戦士,,True,自分のデッキから武器カードを1枚引く,カードを1枚引く,0,,1,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/168,PENDING,未処理。次バッチで確認。,PENDING,,PENDING,,IMPLEMENTED_OR_CONFIRMED_V254,山札から武器カードをランダムに1枚手札へ。,IMPLEMENTED_OR_CONFIRMED_V254,山札から武器カードをランダムに1枚手札へ。,IMPLEMENTED_OR_CONFIRMED_V254,山札から武器カードをランダムに1枚手札へ。
card_607d1a9a,はやぶさ斬り,1,特技,戦士,,True,ユニット1体にダメージを２回与える,ダメージ,0,,0,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/172,PENDING,未処理。次バッチで確認。,PENDING,,PENDING,,IMPLEMENTED_OR_CONFIRMED_V254,ユニット1体に1ダメージを2回として暫定実装。公式本文に数値がないため要確認。,IMPLEMENTED_OR_CONFIRMED_V255,ユーザー確認: 1ダメージ×2回で正しい。v254実装を確定扱いへ更新。,IMPLEMENTED_OR_CONFIRMED_V255,ユーザー確認: 1ダメージ×2回で正しい。v254実装を確定扱いへ更新。
card_db182e45,まじん斬り,2,特技,戦士,,True,ユニット１体に50%の確率で7ダメージ,ダメージ,0,,0,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/175,PENDING,未処理。次バッチで確認。,PENDING,,PENDING,,IMPLEMENTED_OR_CONFIRMED_V254,50%でユニット1体に7ダメージ。,IMPLEMENTED_OR_CONFIRMED_V254,50%でユニット1体に7ダメージ。,IMPLEMENTED_OR_CONFIRMED_V254,50%でユニット1体に7ダメージ。
card_721be77c,しんくう斬り,2,特技,戦士,,True,ユニット1体に2ダメージを与える。 上下にいるユニットに1ダメージずつ与える,ダメージ,0,,0,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/176,PENDING,未処理。次バッチで確認。,PENDING,,PENDING,,IMPLEMENTED_OR_CONFIRMED_V254,選択ユニットに2ダメージ、上下にも1ダメージ。,IMPLEMENTED_OR_CONFIRMED_V254,選択ユニットに2ダメージ、上下にも1ダメージ。,IMPLEMENTED_OR_CONFIRMED_V254,選択ユニットに2ダメージ、上下にも1ダメージ。
card_e80c9408,かばう,1,特技,戦士,,True,次の自分のターンが開始するまで相手はリーダーにしか攻撃できない,,0,,0,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/180,PENDING,未処理。次バッチで確認。,PENDING,,PENDING,,PARTIAL_V254_NEEDS_COMBAT_ENFORCEMENT,効果フラグは付与済み。実際の攻撃対象制限の全面反映は戦闘ターゲット制御側の追加検査が必要。,IMPLEMENTED_OR_CONFIRMED_V255,v255実装: 有効中は攻撃対象をリーダーに制限。cardPlayed action replayで相手クライアントにも制限同期。,IMPLEMENTED_OR_CONFIRMED_V255,v255実装: 有効中は攻撃対象をリーダーに制限。cardPlayed action replayで相手クライアントにも制限同期。
card_262057e1,剣神の領域,2,特技,戦士,,True,指定のマスの地形を刃の紋章に変える。自分のデッキから武器カードを1枚引く。,カードを1枚引く,0,,1,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/498,PENDING,未処理。次バッチで確認。,PENDING,,PENDING,,IMPLEMENTED_OR_CONFIRMED_V254,空きマスを刃の紋章にし、山札から武器カードを1枚引く。,IMPLEMENTED_OR_CONFIRMED_V254,空きマスを刃の紋章にし、山札から武器カードを1枚引く。,IMPLEMENTED_OR_CONFIRMED_V254,空きマスを刃の紋章にし、山札から武器カードを1枚引く。
card_95b61500,かえん斬り,2,特技,戦士,,True,ユニット1体に味方リーダーの攻撃力と同じダメージを与える。,ダメージ,0,,0,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/505,PENDING,未処理。次バッチで確認。,PENDING,,PENDING,,IMPLEMENTED_OR_CONFIRMED_V254,味方リーダー攻撃力分、ユニット1体にダメージ。,IMPLEMENTED_OR_CONFIRMED_V254,味方リーダー攻撃力分、ユニット1体にダメージ。,IMPLEMENTED_OR_CONFIRMED_V254,味方リーダー攻撃力分、ユニット1体にダメージ。
card_a9a8dd90,凌駕する力,2,特技,戦士,,True,味方ユニット1体の攻撃力を+1した後「このターン反撃ダメージ無効」を付与する,ダメージ,0,,1,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/549,PENDING,未処理。次バッチで確認。,PENDING,,PENDING,,IMPLEMENTED_OR_CONFIRMED_V254,味方ユニット+1/+0、このユニットは反撃を受けない。,IMPLEMENTED_OR_CONFIRMED_V254,味方ユニット+1/+0、このユニットは反撃を受けない。,IMPLEMENTED_OR_CONFIRMED_V254,味方ユニット+1/+0、このユニットは反撃を受けない。
card_6bf41b47,背水のかまえ,0,特技,戦士,,False,味方リーダーのHPを15になるまで減らす,,0,,0,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/648,PENDING,未処理。次バッチで確認。,PENDING,,PENDING,,IMPLEMENTED_OR_CONFIRMED_V254,味方リーダーHPを15にする。,IMPLEMENTED_OR_CONFIRMED_V254,味方リーダーHPを15にする。,IMPLEMENTED_OR_CONFIRMED_V254,味方リーダーHPを15にする。
card_3fa888c3,大怨霊マアモン,7,ユニット,戦士,ゾンビ,True,対戦中に死亡したゾンビ系の味方ユニットの数だけコスト-1,コスト,0,,1,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/649,PENDING,未処理。次バッチで確認。,PENDING,,PENDING,,IMPLEMENTED_OR_CONFIRMED_V254,死亡した味方ゾンビ系ユニット数分コスト減。,IMPLEMENTED_OR_CONFIRMED_V254,死亡した味方ゾンビ系ユニット数分コスト減。,IMPLEMENTED_OR_CONFIRMED_V254,死亡した味方ゾンビ系ユニット数分コスト減。
card_8952dfca,ことだまつかい,1,ユニット,戦士,ゾンビ,True,死亡時：お互いのリーダーに2ダメージ,死亡時|ダメージ,0,,1,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/651,PENDING,未処理。次バッチで確認。,PENDING,,PENDING,,IMPLEMENTED_OR_CONFIRMED_V254,死亡時、全リーダーに2ダメージ。,IMPLEMENTED_OR_CONFIRMED_V254,死亡時、全リーダーに2ダメージ。,IMPLEMENTED_OR_CONFIRMED_V254,死亡時、全リーダーに2ダメージ。
card_e8cd0f95,やいばのボディ,0,特技,戦士,,True,必殺技、この対戦の間味方リーダーが敵に攻撃された場合1ダメージ反撃をする,ダメージ,0,,0,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/777,PENDING,未処理。次バッチで確認。,PENDING,,PENDING,,PARTIAL_V254_NEEDS_COMBAT_ENFORCEMENT,永続反撃フラグは付与済み。敵から攻撃された時の反撃適用は戦闘被攻撃イベント側の追加接続が必要。,IMPLEMENTED_OR_CONFIRMED_V255,v255実装: リーダーが攻撃された時、攻撃側へ1ダメージ反撃。通常リーダー反撃と併用。,IMPLEMENTED_OR_CONFIRMED_V255,v255実装: リーダーが攻撃された時、攻撃側へ1ダメージ反撃。通常リーダー反撃と併用。
card_483c5e64,かばうの心得,2,特技,戦士,,True,この対戦の間自分のかばうの効果が発動している場合受けるダメージが1減る。かばうを手札に加える。,手札に加える|ダメージ,0,,0,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/821,PENDING,未処理。次バッチで確認。,PENDING,,PENDING,,PARTIAL_V254_NEEDS_COMBAT_ENFORCEMENT,永続軽減フラグと「かばう」手札追加は実装。ダメージ軽減の適用経路は戦闘ダメージ計算側の追加検査が必要。,IMPLEMENTED_OR_CONFIRMED_V255,v255実装: かばう中にリーダーが受けるダメージ-1、かばうを手札に追加。,IMPLEMENTED_OR_CONFIRMED_V255,v255実装: かばう中にリーダーが受けるダメージ-1、かばうを手札に追加。
card_7c6baf41,みなごろし,2,特技,戦士,,True,敵味方全てのユニットの中からランダムな1体に8ダメージ,ダメージ|ランダム,0,,2,HIGH_COMPLEX_NO_EXPLICIT_NAME,https://gameconductor.com/dqrivals/c/d/894,PENDING,未処理。次バッチで確認。,PENDING,,PENDING,,IMPLEMENTED_OR_CONFIRMED_V254,ランダムなユニット1体に8ダメージ。,IMPLEMENTED_OR_CONFIRMED_V254,ランダムなユニット1体に8ダメージ。,IMPLEMENTED_OR_CONFIRMED_V254,ランダムなユニット1体に8ダメージ。
card_884d1edf,兵士長の剣,2,武器,戦士,,True,味方リーダーが攻撃した後全ての味方ユニットを絶好調状態に戻す,攻撃した後,0,,1,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/922,PENDING,未処理。次バッチで確認。,PENDING,,PENDING,,IMPLEMENTED_OR_CONFIRMED_V254,リーダー攻撃後、全味方ユニットを絶好調にする。,IMPLEMENTED_OR_CONFIRMED_V254,リーダー攻撃後、全味方ユニットを絶好調にする。,IMPLEMENTED_OR_CONFIRMED_V254,リーダー攻撃後、全味方ユニットを絶好調にする。
card_709722fd,孤軍奮闘,2,特技,戦士,,True,カードを1枚引く。このカード以外の手札が1枚以下の場合代わりに2枚引く,カードを1枚引く,0,,0,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/949,PENDING,未処理。次バッチで確認。,PENDING,,PENDING,,IMPLEMENTED_OR_CONFIRMED_V254,1ドロー、他手札が1枚以下なら追加で1ドロー。,IMPLEMENTED_OR_CONFIRMED_V254,1ドロー、他手札が1枚以下なら追加で1ドロー。,IMPLEMENTED_OR_CONFIRMED_V254,1ドロー、他手札が1枚以下なら追加で1ドロー。
card_e8c86029,ムドー,6,ユニット,戦士,魔王,True,敵ユニット1体を手札に戻し石化状態にする。そうしたと場合、相手のデッキの上から3番目に夢と現実の再会を置く,,0,,1,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/1010,PENDING,未処理。次バッチで確認。,PENDING,,PENDING,,IMPLEMENTED_OR_CONFIRMED_V254,召喚時、敵ユニット1体を手札へ戻して石化。,IMPLEMENTED_OR_CONFIRMED_V254,召喚時、敵ユニット1体を手札へ戻して石化。,IMPLEMENTED_OR_CONFIRMED_V254,召喚時、敵ユニット1体を手札へ戻して石化。
card_bf650963,夢と現実の再会,0,特技,戦士,,False,カードを1枚引く。自分の手札にある全てのカードの石化状態を解除した後コストを0にする。,カードを1枚引く|コスト,0,,2,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/1011,PENDING,未処理。次バッチで確認。,PENDING,,PENDING,,IMPLEMENTED_OR_CONFIRMED_V254,1ドロー、石化状態を解除し手札コスト0化。,IMPLEMENTED_OR_CONFIRMED_V254,1ドロー、石化状態を解除し手札コスト0化。,IMPLEMENTED_OR_CONFIRMED_V254,1ドロー、石化状態を解除し手札コスト0化。
card_218d66e6,じごくのやいば,3,武器,戦士,,True,この武器が壊れた時手札とデッキにある魔王系のユニットカードのコスト-1,コスト,0,,2,HIGH_NO_NAME_NO_GENERIC,https://gameconductor.com/dqrivals/c/d/1041,PENDING,未処理。次バッチで確認。,PENDING,,PENDING,,IMPLEMENTED_OR_CONFIRMED_V254,破壊時、手札と山札の魔王系ユニットカードのコスト-1。,IMPLEMENTED_OR_CONFIRMED_V254,破壊時、手札と山札の魔王系ユニットカードのコスト-1。,IMPLEMENTED_OR_CONFIRMED_V254,破壊時、手札と山札の魔王系ユニットカードのコスト-1。
